run,string1,string2,string3,string4,p_initial_residual,label
run_00061,(((((I1 + 0.089) * (0.205 - -1.0)) * (1.0 + 0.430)) + ((0.205 * (I1 * 0.205)) - I1)) + ((I2 * ((0.205 - 2.0) + I2)) * (I1 + (I2 * (I2 * 0.430))))),((2.0 + ((0.089 - (I1 - -1.0)) * I2)) * (1.0 - ((0.089 - 0.430) - I1))),((0.089 - 0.205) * (I2 - (I1 * -0.15))),(((0.430 + ((I1 * 0.205) - (I2 - 0.097))) + I2) - (((-0.15 * (-1.0 + -1.0)) - (-1.0 - 0.430)) + I1)),0.00189873,0
run_00062,((2.0 * I2) * (((I1 - (0.430 * 0.430)) - (1.0 * 0.097)) - (0.097 * 0.097))),(((I2 - (I2 + (0.430 * -1.0))) * -0.15) - (I2 - 2.0)),((I1 * (I1 * I1)) * (0.430 + 1.0)),((I1 - (I2 - 0.089)) + (0.430 + 0.205)),2.27E-08,0
run_00063,((1.0 + ((I2 * (I1 * 2.0)) + (2.0 + I1))) * ((I2 - 1.0) * -0.15)),((((2.0 + (I1 + I2)) + (2.0 - -0.15)) + 2.0) + ((I1 - (0.097 - (1.0 + 0.430))) - I1)),((0.097 * I2) * (I2 + I2)),(((0.205 - (I1 - I2)) - 0.205) + (((-0.15 - (0.089 * 2.0)) * (-1.0 * 1.0)) - (I2 * I1))),0.0638898,1
run_00064,((((I2 + 1.0) * 0.205) + I2) - (-0.15 + -0.15)),(((I2 + I2) - I2) * ((I2 - -0.15) + (2.0 * I1))),((2.0 - I1) * (-1.0 - (I2 * (I2 - I2)))),((0.430 + (((2.0 + -1.0) + 0.089) * (I1 - 0.097))) + (I1 + I2)),1.47E-06,0
run_00065,((I2 + I1) + (0.097 - I1)),((0.097 + (-0.15 + ((-1.0 - 0.089) - (0.097 - -0.15)))) - ((-1.0 + I2) * ((1.0 + (I1 + 1.0)) - (0.205 - 1.0)))),((1.0 * (((2.0 - 0.097) * 0.097) - (I2 + 0.089))) + (2.0 * (0.089 * I1))),(((I2 + I2) * (((-0.15 - I1) + -1.0) + I2)) + (I1 - 0.097)),9.31E-08,0
run_00066,((I1 - ((I1 + (0.097 - -0.15)) - (0.097 - 0.097))) - (I1 * (((2.0 * I1) + (0.430 * I1)) * I2))),(((2.0 - ((0.430 + 1.0) + 0.097)) - 0.205) - ((0.089 + 1.0) - 2.0)),(((I1 + ((1.0 + 2.0) * (0.089 * 0.430))) - I1) - (2.0 + I2)),((-0.15 - (((I1 + I1) * 2.0) - (0.097 - 0.430))) * ((I2 - 1.0) + I1)),1.58E-09,0
run_00067,((1.0 * (I2 - (0.430 + 0.097))) - (1.0 + (-0.15 - ((0.205 - 0.097) * I1)))),((0.205 - ((I1 * I2) + (0.089 - 0.205))) * (0.205 - (1.0 - I1))),((I1 + 0.097) - (I2 - (((0.205 * 0.205) - (0.205 - -1.0)) * (-0.15 * 0.430)))),(((((0.430 + 0.089) + (0.430 + 0.089)) - I2) + I2) * (I2 - (I2 - (0.205 + (-1.0 * I2))))),1.59E-12,0
run_00068,(((((I1 * 0.430) * (-1.0 - 0.430)) - (1.0 + -0.15)) - 0.089) - (((0.205 - (0.205 + 1.0)) * (0.097 - 0.430)) * I2)),((-0.15 + 0.089) * (((0.089 - (-0.15 + 1.0)) + (0.430 - -1.0)) + I1)),((I1 * 0.097) * ((((0.097 * 1.0) * 2.0) * -1.0) + 2.0)),(((1.0 * I2) + I2) + (((0.430 - -0.15) * (-1.0 - -0.15)) - 0.089)),3.66E-11,0
run_00069,((I2 + 0.097) - (-1.0 - I2)),((2.0 - I1) * ((0.430 * ((I1 - -1.0) + (I1 + 2.0))) + (I2 - ((I1 * 0.430) - I2)))),((0.205 - ((I2 + (1.0 - 0.089)) + I1)) + (I2 * 1.0)),(((I2 + (I2 - (I2 + I2))) * 0.097) + ((I2 + 0.097) + (0.089 * I2))),0.163333,1
run_00070,(((((0.430 - -0.15) - I1) + (-1.0 - -0.15)) * 1.0) * ((I1 * (0.430 + (0.097 + 1.0))) - 0.430)),((0.089 + (1.0 * ((I1 * 1.0) * 2.0))) + (((-1.0 - 0.097) * (0.430 - 2.0)) * ((2.0 - 0.430) * I1))),(((0.089 + (-0.15 * I1)) - ((0.430 + (0.097 - -1.0)) - (-0.15 - 2.0))) * (1.0 - 0.205)),((((I1 + I2) * I1) + ((I1 * (-0.15 * -1.0)) * (0.205 * 0.097))) * (1.0 * 0.205)),3.09E-08,0
run_00071,((((1.0 - I2) * (I2 - I1)) * (((1.0 + 0.089) - (I2 * 0.097)) + I1)) * (I1 - (0.097 + (I2 - I1)))),((((I2 + (2.0 + I1)) + I2) - (((0.097 - 0.089) * (0.430 * 2.0)) - (-1.0 - 0.205))) * (I1 + I1)),((I1 - I1) * ((0.205 - (0.097 - (1.0 + -0.15))) * 0.430)),(((I2 + I2) * ((I1 + (-1.0 + 1.0)) - (2.0 - I1))) - ((I2 - I2) + ((I2 + 0.430) * (0.430 * 2.0)))),9.50E-10,0
run_00072,((I2 * ((I2 + I2) * 0.430)) * ((I1 * -1.0) - ((0.097 + 1.0) - (0.430 + 1.0)))),((-0.15 + I1) - ((((0.205 - 0.089) + I2) - I2) + (((0.205 - 0.097) * (I1 - -0.15)) - I1))),(((I2 - (-1.0 - I1)) * 2.0) - ((((I1 + I2) - I1) - (I2 * 1.0)) + I2)),(((I2 + ((0.205 * -0.15) - I2)) + I2) * ((((I2 + -1.0) + (I2 - 0.205)) * (0.205 - 0.205)) - I2)),2.40E-09,0
run_00073,(((((-0.15 + 0.205) + I2) + I1) + -1.0) + ((0.205 - I2) * I2)),(((I2 * (1.0 * 2.0)) + -0.15) - (2.0 - 0.097)),(((I2 * ((0.205 + -0.15) + (1.0 + 2.0))) * I2) - (I2 + (2.0 - 2.0))),(((((I2 * I1) * (1.0 - 0.205)) * (0.089 + I2)) * 0.205) + ((((0.430 + 0.430) - I1) * 0.430) + -1.0)),4.84E-11,0
run_00074,((-0.15 * -1.0) + ((-1.0 + I2) * 2.0)),(((1.0 - (0.089 - (0.205 * -1.0))) + (I1 - (-1.0 * (0.430 * -0.15)))) + (I2 * I2)),(((-0.15 - I1) - ((I1 * (0.205 * 0.430)) * I2)) - (-1.0 * 0.097)),((0.097 - I1) * (0.205 * I1)),6.94E-13,0
run_00075,((I1 + 1.0) + (((I1 * I1) + 2.0) + I1)),(((I1 + I1) * I1) + (I2 - I1)),((0.089 * 0.205) * (2.0 + I1)),((I1 + -1.0) - (-0.15 + I2)),0.0894135,1
run_00076,((((2.0 * I2) - I1) + (((-0.15 + I2) + 0.205) + I1)) - (I2 + ((I2 * 2.0) * (0.205 + 0.097)))),((I1 + (1.0 * 0.205)) + (((I2 - 0.089) * -0.15) * ((I1 * (2.0 - 0.097)) + 2.0))),((0.089 + (((-0.15 * -1.0) - 0.097) - (I1 * 0.430))) - ((-1.0 * I2) - I1)),((0.097 - (0.430 - 0.097)) + (I1 + (((0.205 + 0.097) * I1) + (0.430 * 0.097)))),2.12E-08,0
run_00077,((((I2 * (-1.0 - 0.089)) + 0.430) * I2) - ((I2 * (I2 * 2.0)) + (2.0 + (I1 - -0.15)))),((I1 - I1) - ((((0.089 + 0.097) - -0.15) - I2) + (((-0.15 + 0.097) + I2) + I1))),((0.430 * -0.15) * (0.430 - ((0.089 + (I2 + 0.089)) + (2.0 * -1.0)))),(((I2 * ((0.430 - 1.0) * 1.0)) + (((1.0 * 0.205) - I1) - (I2 - -0.15))) * (((I1 + 2.0) - I2) + I1)),0.118378,1
run_00078,(((0.205 - 2.0) - (0.097 - 0.089)) - (I2 - I1)),((0.430 - (((I1 + -1.0) - -0.15) - (I2 * I2))) - (I1 - -0.15)),(((0.089 * ((0.205 + 0.097) + I2)) * ((I1 - 0.097) + (2.0 * 0.097))) + (I2 - I1)),(((((-0.15 + 1.0) * I1) + -1.0) - -1.0) - (0.097 + 2.0)),7.06E-13,0
run_00079,((((I2 + (0.205 - I1)) + (0.089 * -0.15)) - 0.089) + (0.097 + (0.430 * ((1.0 - 0.097) - (2.0 * 2.0))))),(((0.430 - ((-1.0 - 2.0) + (-1.0 + 0.205))) + (((-0.15 - I1) * (2.0 * -0.15)) + (0.205 + 0.089))) - ((0.089 + I2) - (((0.097 * -0.15) + 1.0) - (0.430 - -0.15)))),((-0.15 * (-0.15 * ((0.430 * 0.430) * (0.097 + -1.0)))) + ((0.430 - ((1.0 * I2) + 2.0)) + (0.089 + -1.0))),((0.097 * 1.0) - ((0.205 + -1.0) + 0.097)),0.0165918,1
run_00080,(((0.089 + ((I1 * 2.0) + 0.205)) - -1.0) + ((I1 * 0.097) - 0.430)),(((I2 + (-1.0 + (0.205 * I2))) * -0.15) + (((I1 * (-0.15 - 0.430)) + 0.097) + (((0.205 * 0.097) + (2.0 * -1.0)) - 2.0))),((I1 * (I1 - I1)) * ((I2 + ((1.0 * -1.0) + (0.205 - 2.0))) + I1)),((0.205 * (((I2 - I1) - (I2 + I1)) - (I2 - 2.0))) - ((((0.097 - I1) + -0.15) - I2) - I1)),0.0385939,1
run_00081,((I1 * I1) - (((-1.0 - I1) - I2) - I1)),((I1 + 0.097) * (-0.15 - (1.0 * I1))),((1.0 + (((I2 - -1.0) + 0.430) * I2)) - (0.097 * -0.15)),((I1 + (-0.15 * 0.205)) * ((0.089 + ((I1 - 2.0) - (-1.0 * -1.0))) - (I2 + I1))),0.127653,1
run_00082,((0.089 + 0.097) * ((I1 + 0.205) + (I1 + ((0.430 - I2) + (2.0 + 1.0))))),(((-1.0 + I2) + (((0.097 - I1) + 0.430) * (2.0 - -1.0))) + (I2 * I2)),((I1 * (((0.089 + -1.0) - (0.430 + 0.430)) + (I1 + 2.0))) * (0.089 * I2)),((((I1 - (I1 + 0.205)) * 0.089) - (I2 * ((-0.15 + 2.0) * 1.0))) * ((I1 * 0.097) * (I2 + ((-1.0 + 0.097) + (-1.0 + 0.205))))),2.42E-06,0
run_00083,((I1 * (((2.0 * 0.097) - I1) * I1)) * (I1 - ((0.205 * 0.089) + (I1 + I2)))),(((I2 + I2) - (0.205 + ((0.097 * -1.0) + (I1 - -0.15)))) * (((0.430 * I1) * (0.097 * -0.15)) + (((1.0 * -0.15) - 1.0) + (0.205 * 0.089)))),(((0.430 - I2) * 2.0) + (0.089 * -1.0)),(((((-0.15 - 0.430) + (1.0 + 0.205)) - (1.0 * 0.089)) - I2) * (0.089 * ((0.205 * I1) - (-0.15 + 0.097)))),1.62E-09,0
run_00084,((-1.0 - ((I1 * (1.0 + 0.097)) * (0.097 - 0.430))) - (((I2 - 1.0) * (0.430 * -0.15)) + (((I2 * 0.097) - -1.0) * (I2 + I1)))),((I1 - -0.15) + (2.0 - I1)),((I2 * 2.0) * (I2 - 1.0)),((((1.0 - 2.0) - (I2 + I1)) - ((0.205 - I2) + (0.430 - -1.0))) - (I2 + I2)),1.13E-11,0
run_00085,((((1.0 * -0.15) * 1.0) * (((I1 + 0.205) - (0.205 * -1.0)) + (I1 * -0.15))) * (I2 - (1.0 + I1))),((0.089 - I1) * (0.430 - (((-0.15 * 0.089) * 0.430) * (1.0 + 0.089)))),((-1.0 - I2) + (-1.0 - (-0.15 + I2))),((I1 + (((0.097 * 0.097) + (0.430 - I2)) + 0.430)) - ((I2 + 0.097) + I2)),8.89E-09,0
run_00086,(((I1 + -1.0) + I1) + ((((0.430 - I1) * 0.097) - (0.430 + -0.15)) * -1.0)),((I1 * 0.097) - ((((0.205 * -0.15) - I1) - (I1 - I2)) - (0.097 + I2))),((I2 - I2) - (((I1 - I2) - 1.0) + (((0.430 * 1.0) * I2) * (1.0 * 2.0)))),(((I1 * (I1 + (1.0 * 0.097))) - (((I1 + I1) + (0.205 + I1)) - (-0.15 - I1))) + ((((I1 * 0.205) + I1) - (2.0 * I1)) * (I1 + I1))),1.82E-10,0
run_00087,((((I1 - 0.430) * I2) + (((1.0 - 0.097) * (0.089 - 0.430)) * (-0.15 - 0.205))) * ((((2.0 + I2) * I1) - 0.430) * (((I1 - I2) + (I2 * 1.0)) * (0.430 - -0.15)))),((I2 + I2) - ((I2 + I2) * (((-1.0 + 0.089) * 0.430) - (2.0 * I1)))),(((I1 - I2) + (((0.205 + 0.097) * (1.0 * -0.15)) + (0.097 * 1.0))) * (0.205 * I1)),((((-1.0 - 1.0) - (1.0 + I2)) * (0.205 - ((0.430 * -0.15) - (-1.0 - 1.0)))) * (I1 - ((I2 + (2.0 - 0.097)) * (0.430 * -0.15)))),2.15E-09,0
run_00088,((0.205 + (((2.0 + 0.205) * (1.0 + -1.0)) + I2)) + (I2 - -1.0)),((1.0 * ((0.430 * I1) + I2)) + (((0.097 + 1.0) * (0.097 + -1.0)) - (-0.15 - I2))),(((0.430 - I1) + 0.205) - (0.089 - (2.0 * 0.430))),((I1 + I2) + (((-0.15 * (0.205 - -1.0)) * (-0.15 + 0.097)) + (((2.0 + I1) - I2) + (I1 * 0.089)))),0.149146,1
run_00089,((I2 - (((0.097 - 0.205) - 1.0) * I1)) - ((((0.097 + 0.097) * 0.205) - (I2 - 0.089)) * (-1.0 * (I1 - (0.089 - 0.097))))),((((-1.0 * (0.205 - 0.097)) * I2) * ((2.0 * I1) * 2.0)) - (0.097 * (I1 + I1))),((((2.0 - 0.430) + 0.205) * (I2 * ((2.0 * -1.0) - (I2 - I2)))) + ((I2 * -1.0) + I2)),((I1 + (0.097 + ((0.205 * I1) + (I1 * 1.0)))) * (((1.0 + -0.15) + (2.0 + I1)) - (2.0 * (-0.15 * (0.089 - 1.0))))),1.45E-08,0
run_00090,(((1.0 - ((-1.0 + 0.430) + (-1.0 * 0.430))) + 0.089) + ((I2 + (2.0 + -1.0)) - 0.097)),((2.0 * 1.0) * (-1.0 * (((0.205 + 2.0) + (2.0 + 0.430)) - -0.15))),((2.0 + (((1.0 * I2) + I1) * (-1.0 * I1))) * (I2 + 1.0)),((1.0 * (I1 * (I2 + (2.0 + 1.0)))) - ((I2 * I2) * -0.15)),0.187854,1
run_00091,((0.430 * -1.0) * (I1 + (0.205 + I2))),(((((I2 + 0.205) + (0.089 + 0.430)) - 0.205) * (1.0 * -1.0)) - ((0.097 - (0.430 - 0.205)) - ((I2 - (0.205 - -1.0)) * -1.0))),((I2 + I1) - (I2 + (1.0 * I1))),((I2 + ((0.089 + (0.205 - 0.089)) - (1.0 - 2.0))) * (I1 + 0.089)),9.91E-10,0
run_00092,((0.097 * (0.097 * I1)) + ((((-1.0 - -1.0) + I2) - (I2 - I2)) * 0.430)),((I1 - 0.089) + (-1.0 + I2)),((0.205 - (((-0.15 - I1) + (I1 * 1.0)) - (0.097 + I1))) * (((0.089 * (-0.15 + I2)) + I2) * (0.089 - 2.0))),((-0.15 - 2.0) - (I1 + 0.089)),0.000148039,0
run_00093,(((0.097 * 0.089) - I1) + ((((0.205 * 0.097) * (2.0 + 2.0)) - (0.430 + 1.0)) + (-1.0 * ((I1 + I2) + I1)))),(((0.097 * ((2.0 + 0.430) - I1)) + (((2.0 + 0.089) * 0.430) * I2)) - ((0.205 * -0.15) + (I1 * -1.0))),((((0.089 + (0.430 - I1)) * I2) - -1.0) - (((I1 * (0.205 + 0.097)) * (0.089 + -1.0)) * 0.097)),((I2 + I2) - ((((1.0 - 0.205) * I2) - (1.0 * -1.0)) + ((1.0 - (-1.0 + I1)) * (0.205 - 0.205)))),1.40E-12,0
run_00094,(((0.097 - ((1.0 - 0.430) + (0.097 * I2))) * 0.089) * (0.430 - (((0.089 * 0.097) * (0.205 * I2)) + 0.089))),(((0.089 * (I1 + (2.0 - I2))) * 0.097) * (-1.0 - -1.0)),(((I2 + (I2 + -0.15)) - I2) - (0.205 + -0.15)),(((0.089 * (0.097 * (1.0 * 2.0))) - 0.430) + (2.0 - I1)),1.61E-09,0
run_00095,((1.0 - (I2 + 0.097)) - ((((0.097 + -0.15) + 0.205) * (0.089 * -1.0)) + (I2 * (I1 - (-1.0 * 0.089))))),((0.430 + 1.0) - (2.0 + (1.0 - ((0.097 * -0.15) * I2)))),((2.0 * (I2 + ((1.0 - 1.0) - (2.0 * 0.205)))) * (((I2 + (1.0 + 2.0)) * 2.0) - I2)),(((0.430 * 0.097) - (I1 + I1)) - (((1.0 * (I2 - 0.097)) * 0.089) - I2)),0.000659719,0
run_00096,((I2 - 0.089) + (((I1 * 0.205) * 1.0) + I2)),((I2 - (I1 - 0.097)) * (((0.205 + (-0.15 - I2)) - (-0.15 - -1.0)) - (((-0.15 + I1) - 1.0) + I2))),((I2 - (0.089 * 0.097)) - (I2 + 0.089)),((I1 + (-0.15 - ((I2 * 0.430) + I2))) - (-0.15 * I2)),1.97E-09,0
run_00097,((0.430 + I2) - ((I2 + (-1.0 + I1)) + I1)),((-0.15 + 0.430) + (I1 * I1)),((2.0 - (-1.0 * I1)) + ((I1 * I1) + (I1 + I1))),((I2 - ((I1 + (2.0 * I1)) - I2)) - ((2.0 + I2) - 0.430)),0.0975632,1
run_00098,((-0.15 + I1) - (I2 + (I1 + ((0.089 + 0.205) + I1)))),((((0.430 - (2.0 - 0.430)) - I2) - (0.089 + 0.089)) * (((I2 * 0.205) - (0.205 + -0.15)) * ((I2 - 0.097) + (-0.15 * I1)))),(((-1.0 + ((2.0 - I1) * (0.430 + 0.089))) - 0.089) * (I1 - I2)),(((I1 - ((2.0 * -0.15) - (-0.15 - -1.0))) - 2.0) + (I1 * -0.15)),6.38E-10,0
run_00099,((I2 + -1.0) + (0.205 + 0.097)),((I1 * -1.0) + (0.205 * (((2.0 * 0.097) + I2) - (-1.0 + -1.0)))),((I2 - I1) + (I1 * I2)),((I1 - I2) - ((0.430 - 2.0) - 0.089)),3.84E-10,0
run_00100,((I2 + 2.0) + (((2.0 + (1.0 - 0.089)) + (0.205 * 0.430)) + (0.430 * -0.15))),((I1 * (((I2 - I2) + (0.089 - 0.430)) + (0.089 * I1))) - (I2 + -1.0)),(((((-1.0 * 0.097) - 0.089) * I1) + ((I2 - 0.089) - (-0.15 + 0.205))) + (0.097 - (0.205 * ((0.097 * 0.089) * 0.430)))),((2.0 + (2.0 + -0.15)) * ((0.205 * I1) * (((2.0 - 0.205) * 0.097) + (0.089 + 2.0)))),0.340369,1
run_00101,((0.089 - 0.430) * (I1 * (((1.0 * -1.0) * (I2 + 0.430)) * (-0.15 * I2)))),(((I1 * I2) * ((I1 * I2) * (-1.0 + I2))) + (I1 * 1.0)),(((2.0 - 1.0) * ((0.089 - (-0.15 - 0.097)) * (0.430 + 2.0))) + (I2 + (0.205 + 0.430))),(((I1 - ((2.0 + -1.0) * (I2 * -0.15))) - I1) + (0.205 + (((-0.15 + I2) + (0.089 - 0.205)) + 0.430))),4.89E-10,0
run_00102,((I1 - (((2.0 + -1.0) - (-0.15 - I2)) - I2)) - ((((I2 + I2) - -1.0) * 0.097) - (-1.0 * (1.0 * 0.430)))),(((((0.097 * 0.430) * 0.089) + 2.0) - I2) - (-1.0 * (((0.097 + 1.0) * (-1.0 * I2)) + I1))),(((I2 - I2) + (((1.0 * 2.0) - (I1 + -0.15)) + (-1.0 - 0.097))) - ((I1 * 2.0) + (((I2 + -0.15) * (-1.0 - 1.0)) * I1))),(((((1.0 - 0.205) + (0.097 + 0.097)) + 1.0) - -1.0) * (I2 * 0.097)),9.67E-13,0
run_00103,((((I2 * (0.430 * -0.15)) - I1) * (((0.097 - 1.0) + (-0.15 + 0.430)) * (0.097 - 0.430))) + (0.097 - (((I2 - -0.15) * (2.0 - -0.15)) * (2.0 + 1.0)))),((I1 + -1.0) - ((((0.205 * 0.089) - 1.0) + (-1.0 + -0.15)) - -1.0)),((I1 - 0.205) * ((((I2 - 2.0) - I1) + 0.205) * (2.0 + ((-1.0 + 0.097) - (I1 + -0.15))))),(((I1 * (-0.15 + (1.0 * 0.089))) * (((1.0 - 0.089) - I2) - (I1 + 1.0))) * (-0.15 * 0.430)),0.0168203,1
run_00104,((2.0 * I2) + (-1.0 - (I2 + ((2.0 - -1.0) * (-1.0 * 0.430))))),((I2 * (1.0 * I2)) - (0.089 - 0.097)),(((((-1.0 - 1.0) * -1.0) + I2) * I2) - (I1 + (((-0.15 * 2.0) * 2.0) + (1.0 * I1)))),(((((0.430 * -1.0) + -0.15) * I1) - ((-1.0 - (0.205 - 0.430)) + (I2 - 0.089))) - (((I1 + 0.089) - (-0.15 + 0.097)) + -0.15)),2.20E-07,0
run_00105,((((I1 - (0.089 * 0.430)) * (0.205 * 1.0)) - 2.0) + (0.430 * (I1 - I1))),((0.205 * I1) - ((0.089 - -1.0) - (0.097 + I1))),(((((2.0 - 2.0) + (1.0 - I1)) * (-0.15 + 1.0)) * 2.0) * ((((-1.0 * 0.205) - 0.205) * (0.097 * -0.15)) * I1)),(((I2 * ((-1.0 * 2.0) * 1.0)) * I2) * (((I1 * I2) * (0.205 - 0.097)) * 0.089)),6.39E-13,0
run_00106,((0.205 + I2) * (I1 - I1)),(((I1 + I2) + (0.089 - ((0.430 - -0.15) - 1.0))) + ((((0.205 * I2) * (0.089 + 0.205)) + (1.0 + I2)) * (1.0 * ((2.0 - 0.097) + 1.0)))),((-0.15 + (0.089 + ((-0.15 + 1.0) * I2))) + ((1.0 - -1.0) - 0.430)),((I2 - (((2.0 + -1.0) - -0.15) - 0.430)) * (I2 + (1.0 - -1.0))),0.0329075,1
run_00107,(((((-0.15 + 0.089) + (I2 + 0.097)) - I1) + I1) * (-0.15 + (I2 + ((-0.15 - -0.15) + (I1 + 0.097))))),((((I2 - -1.0) + (2.0 + 0.097)) * (((0.089 - 0.205) * (I1 - 0.097)) - -0.15)) * (I1 + I2)),((I1 - I1) - ((I1 + ((1.0 + -1.0) + I2)) * (((2.0 * 0.205) * -0.15) + 0.097))),((1.0 * -1.0) * (2.0 * (2.0 + -0.15))),8.01E-09,0
run_00108,((((-0.15 - -0.15) - I2) - ((0.089 * I2) - I1)) * (((0.097 * (I2 + 2.0)) * (0.089 - 0.430)) - ((I2 + 0.430) + I1))),(((((I1 + I1) + (-1.0 + I2)) + I1) + I2) * (I1 * 0.205)),((I1 - (2.0 + ((0.205 * 0.205) * I1))) * ((-0.15 - I1) + ((I2 + (I2 + 0.205)) - I1))),(((I1 + (0.205 * (0.430 + I1))) * ((I1 * 0.430) * 0.089)) * (((I1 + 0.430) + (I2 + 2.0)) * -1.0)),1.91E-10,0
run_00109,((I1 * I1) + ((I1 + 2.0) - I1)),(((((0.205 * 2.0) * (0.205 - 2.0)) * I1) * I2) + (I1 * 0.089)),((-1.0 + I1) - (I2 + (((-1.0 * 0.430) * I1) * 2.0))),(((0.089 - I2) - 2.0) - ((((I1 * I2) + 0.097) + I1) + ((1.0 - (0.205 - -0.15)) + (1.0 - -1.0)))),0.121954,1
run_00110,(((((I1 * 0.097) * 0.089) * I2) * (I1 * I1)) - (-1.0 - ((I1 * (0.089 * 2.0)) * (2.0 + -1.0)))),((-1.0 * (0.205 - 2.0)) - (0.430 - (((I1 - -0.15) * I1) + 1.0))),(((((1.0 + 1.0) * 0.430) - (I2 * 0.089)) * ((-1.0 * I1) * I2)) - (((I2 - 0.097) * I1) + -0.15)),(((((-1.0 - 0.097) * 0.205) * 2.0) * I1) * (-0.15 - I2)),0.175619,1
run_00111,((2.0 - (I2 * -1.0)) + ((1.0 - 0.089) - I1)),((0.097 + 1.0) - (((I1 * (0.205 + 1.0)) - (1.0 * 0.430)) - I2)),(((I1 - 0.205) - (((0.097 + 0.205) - I2) * (I2 * 0.097))) + ((((0.430 + -0.15) + I2) + (0.205 - 1.0)) + (((I1 * I1) * 0.097) + 2.0))),(((-0.15 * 1.0) + (0.089 * ((0.430 - 0.430) + 0.097))) + (I2 + 2.0)),0.143325,1
run_00112,(((2.0 + I2) * (((0.097 + I2) + (0.097 + 1.0)) * I2)) * (((1.0 - (0.205 + 0.205)) - 0.205) + 0.205)),((1.0 - ((0.097 + (0.205 - 0.205)) * 0.205)) + ((I2 - (I2 - I2)) - I1)),((I1 + 0.097) + ((((0.430 - -0.15) + I1) * 0.097) + I1)),((((I1 + I2) * (I1 - 0.205)) + I2) * (I1 + (-0.15 + 1.0))),3.02E-08,0
run_00113,(((0.430 - (I2 - (2.0 + I2))) + ((I1 - 0.097) - (2.0 - 0.430))) - ((2.0 - 2.0) * 0.430)),((I1 - I2) - (I2 - -0.15)),(((0.097 - ((1.0 + -0.15) + I2)) - (0.205 - I1)) * (-0.15 - ((I1 + (1.0 + I2)) - I2))),((I2 * (((-0.15 - 0.430) + (-1.0 * 0.430)) + I1)) + (I2 - I1)),5.14E-06,0
run_00114,((0.097 * I1) * (((I2 * I1) + I2) * ((I2 - (-1.0 * 0.430)) + (0.430 - -1.0)))),((((I1 - -0.15) - I2) * (((2.0 * 2.0) * (0.430 - I1)) * 0.097)) + (I2 - 0.097)),((((I2 + -0.15) + (0.205 - I1)) - I2) * ((((0.089 - 2.0) - 1.0) * -0.15) + (I1 + 2.0))),(((I1 + I1) - (0.430 * (0.430 - I1))) - (((I1 - -1.0) * I1) + (((-0.15 - 0.097) + (-0.15 + 2.0)) + (I1 - 0.097)))),2.64E-10,0
run_00115,((I2 + (((2.0 * -1.0) * (-0.15 + 0.205)) + I1)) + (((I2 + I1) * 2.0) + I1)),((1.0 + -0.15) * (0.097 + I1)),((-0.15 - (((1.0 + 0.097) + I2) * I1)) + ((((0.089 + 1.0) * (I1 + 2.0)) * I1) * 0.089)),((I2 + (0.205 - ((1.0 - I1) + (-0.15 * 1.0)))) * (I1 - I1)),6.82E-08,0
run_00116,(((((I1 * 0.430) * (-1.0 + -1.0)) * (0.097 + I1)) + -0.15) + (0.097 - (0.430 - (0.089 * (0.097 - 2.0))))),(((((-1.0 - -1.0) * (2.0 * I2)) - -1.0) + (((0.097 - -0.15) + -1.0) * 0.205)) - (I1 - 0.097)),((I2 + I1) * (((-0.15 - I1) - (1.0 * 0.205)) * (0.430 * I1))),((0.430 - I2) + (I1 + I1)),3.60E-10,0
run_00117,(((0.430 * I1) * (I2 * ((0.089 + 0.097) * 2.0))) - (((0.089 + I2) - (0.430 * 1.0)) + (0.430 - I2))),((((-0.15 * -1.0) * 0.430) + 0.430) * (I2 - (0.205 - 0.097))),((I2 - 1.0) - (0.097 * (0.205 + ((0.089 * I1) * -0.15)))),((((-0.15 + -0.15) * (1.0 - 2.0)) - (I1 - I1)) + ((((-0.15 * 1.0) + (-0.15 * -1.0)) + I2) * I2)),3.21E-09,0
run_00118,(((((0.097 + 1.0) * -0.15) + 0.430) - 0.205) + (((0.097 * I2) * I1) * 2.0)),((1.0 - 1.0) - ((((2.0 + 0.205) * 1.0) + I2) + 1.0)),((I2 * 0.089) + ((0.089 * 0.097) + (((0.205 * 0.089) * 0.097) * I2))),((((I1 + 2.0) - 1.0) - I2) * (((I1 * 0.097) - 0.097) * (((0.089 + 2.0) * I1) * (0.089 + I1)))),0.00584318,0
run_00119,((-1.0 - (((I2 * 2.0) * (0.097 * 0.089)) - I2)) * (((-0.15 + -1.0) - (-0.15 * 0.089)) * ((I2 + 0.097) + (0.430 + 0.089)))),((I2 + (I1 * I1)) * ((0.089 - I2) + (((0.430 + I2) - (0.097 - I1)) - (0.097 * I1)))),((I1 * I2) + (I1 - 0.205)),((0.430 + (((0.089 * I2) + I2) * I1)) * ((((0.430 + 0.430) - I2) + (0.430 * 1.0)) * I1)),2.22E-06,0
